,name,city,state,url,rank,tuition,enroll,rank,blurb,salary,employment_rate
9,Georgia College & State University (Bunting),Milledgeville,GA,https://www.usnews.com/best-graduate-schools/top-business-schools/georgia-college--state-university-01301,Unranked,,0.0,Unranked,"The J. Whitney Bunting School of Business at Georgia College & State University (Bunting) offers these departments and concentrations: accounting, management information systems, and supply chain management/logistics. Its tuition is specialty master's: $294 per credit (in-state) and specialty master's: $1,047 per credit (out-of-state).",N/A,N/A
0,Georgia Southern University,Statesboro,GA,https://www.usnews.com/best-graduate-schools/top-business-schools/georgia-southern-university-01057,Unranked,,,Unranked,"The Parker College of Business at Georgia Southern University offers these departments and concentrations: health care administration and management information systems. Its tuition is part-time: $410 per credit (in-state); part-time: $1,238 per credit (out-of-state); specialty master's: $410 per credit (in-state); and specialty master's: $1,238 per credit (out-of-state).",N/A,N/A
1,Georgia Southwestern State University,Americus,GA,https://www.usnews.com/best-graduate-schools/top-business-schools/georgia-southwestern-state-university-01596,Unranked,,,Unranked,,N/A,N/A
2,Georgia State University (Robinson),Atlanta,GA,https://www.usnews.com/best-graduate-schools/top-business-schools/georgia-state-university-01058,Unranked,,,Unranked,"The J. Mack Robinson College of Business at Georgia State University (Robinson) offers these departments and concentrations: accounting, actuarial science, economics, entrepreneurship, finance, general management, health care administration, hotel administration, human resources management, insurance, international business, marketing, management information systems, production/operations management, organizational behavior, real estate, and quantitative analysis/statistics and operations research. Its tuition is part-time: $499 per credit (in-state); part-time: $1,308 per credit (out-of-state); executive: $76,500 total program (in-state); and executive: $79,500 total program (out-of-state).",N/A,N/A
3,Gonzaga University,Spokane,WA,https://www.usnews.com/best-graduate-schools/top-business-schools/gonzaga-university-01253,Unranked,,,Unranked,"The Graduate School of Business Administration at Gonzaga University offers these departments and concentrations: accounting, economics, entrepreneurship, ethics, finance, general management, human resources management, international business, marketing, management information systems, production/operations management, organizational behavior, supply chain management/logistics, and tax. Its tuition is part-time: $1,070 per credit and specialty master's: $1,005 per credit.",N/A,N/A
4,Governors State University,University Park,IL,https://www.usnews.com/best-graduate-schools/top-business-schools/governors-state-university-01806,Unranked,,,Unranked,"The business school at Governors State University offers these departments and concentrations: finance, general management, leadership, and supply chain management/logistics. Its tuition is part-time: $406 per credit (in-state); part-time: $812 per credit (out-of-state); specialty master's: $406 per credit (in-state); and specialty master's: $812 per credit (out-of-state).",N/A,N/A
5,Grambling State University,,LA,https://www.usnews.com/best-graduate-schools/top-business-schools/simmons-university-01364,Unranked,,,Unranked,,N/A,N/A
6,Grand Valley State University (Seidman),Grand Rapids,MI,https://www.usnews.com/best-graduate-schools/top-business-schools/grand-valley-state-university-01305,Unranked,,,Unranked,"The Seidman College of Business at Grand Valley State University (Seidman) offers these departments and concentrations: accounting, general management, and tax. Its tuition is part-time: $769 per credit (in-state); part-time: $769 per credit (out-of-state); executive: $58,000 total program (in-state); and executive: $58,000 total program (out-of-state).",N/A,N/A
7,Henderson State University,Arkadelphia,AR,https://www.usnews.com/best-graduate-schools/top-business-schools/henderson-state-university-01313,Unranked,,,Unranked,"The School of Business at Henderson State University offers these departments and concentrations: accounting, general management, and not-for-profit management.",N/A,N/A
8,Hult International Business School--Boston,Cambridge,MA,https://www.usnews.com/best-graduate-schools/top-business-schools/hult-international-business-school-boston-01810,Unranked,76200.0,129.0,Unranked,"The business school at Hult International Business School--Boston offers these departments and concentrations: entrepreneurship, finance, international business, and marketing. Its tuition is full-time: $76,200 per year.",N/A,N/A
9,Idaho State University,Pocatello,ID,https://www.usnews.com/best-graduate-schools/top-business-schools/idaho-state-university-01062,Unranked,,,Unranked,,N/A,N/A
0,Illinois Institute of Technology (Stuart),Chicago,IL,https://www.usnews.com/best-graduate-schools/top-business-schools/illinois-institute-of-technology-01326,Unranked,,1.0,Unranked,"The Stuart School of Business at Illinois Institute of Technology (Stuart) offers these departments and concentrations: entrepreneurship, finance, general management, leadership, marketing, not-for-profit management, public administration, quantitative analysis/statistics and operations research, and technology. Its tuition is part-time: $1,614 per credit and specialty master's: $1,725 per credit.",N/A,N/A
1,Illinois State University,Normal,IL,https://www.usnews.com/best-graduate-schools/top-business-schools/illinois-state-university-01065,Unranked,,,Unranked,"The College of Business at Illinois State University offers these departments and concentrations: accounting, finance, leadership, marketing, organizational behavior, and quantitative analysis/statistics and operations research. Its tuition is part-time: $404 per credit (in-state); part-time: $838 per credit (out-of-state); specialty master's: $404 per credit (in-state); and specialty master's: $838 per credit (out-of-state).",N/A,N/A
2,Indiana State University,Terre Haute,IN,https://www.usnews.com/best-graduate-schools/top-business-schools/indiana-state-university-01077,Unranked,426.0,26.0,Unranked,"The Donald W. Scott College of Business at Indiana State University offers these departments and concentrations: accounting, finance, marketing, production/operations management, and supply chain management/logistics. Its tuition is full-time: $426 per credit (in-state); full-time: $837 per credit (out-of-state); part-time: $426 per credit (in-state); and part-time: $837 per credit (out-of-state).",N/A,N/A
3,Indiana University--Kokomo,Kokomo,IN,https://www.usnews.com/best-graduate-schools/top-business-schools/indiana-university-kokomo-01348,Unranked,,7.0,Unranked,"The School of Business at Indiana University--Kokomo offers these departments and concentrations: accounting, economics, ethics, finance, general management, human resources management, leadership, marketing, management information systems, and organizational behavior.",N/A,N/A
4,Indiana University Northwest,Gary,IN,https://www.usnews.com/best-graduate-schools/top-business-schools/indiana-university-northwest-01431,Unranked,,,Unranked,The tuition at the School of Business and Economics at Indiana University Northwest is part-time: $453 per credit (in-state).,N/A,N/A
5,Indiana University of Pennsylvania (Eberly),Indiana,PA,https://www.usnews.com/best-graduate-schools/top-business-schools/indiana-university-of-pennsylvania-main-campus-01357,Unranked,516.0,41.0,Unranked,"The Eberly College of Business and Technology at Indiana University of Pennsylvania (Eberly) offers these departments and concentrations: accounting, entrepreneurship, finance, human resources management, international business, marketing, management information systems, and supply chain management/logistics. Its tuition is full-time: $516 per credit (in-state); full-time: $774 per credit (out-of-state); part-time: $516 per credit (in-state); part-time: $774 per credit (out-of-state); executive: $542 per credit (in-state); and executive: $813 per credit (out-of-state).",N/A,N/A
6,Indiana University--South Bend,South Bend,IN,https://www.usnews.com/best-graduate-schools/top-business-schools/indiana-university-south-bend-01079,Unranked,,,Unranked,The Judd Leighton School of Business and Economics at Indiana University--South Bend offers these departments and concentrations: finance. Its tuition is part-time: $371 per credit (in-state) and part-time: $832 per credit (out-of-state).,N/A,N/A
7,Indiana University--Southeast,New Albany,IN,https://www.usnews.com/best-graduate-schools/top-business-schools/indiana-university-southeast-01303,Unranked,,,Unranked,The tuition at the School of Business at Indiana University--Southeast is part-time: $453 per credit (in-state) and part-time: $933 per credit (out-of-state).,N/A,N/A
8,Iona College,New Rochelle,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/iona-college-01352,Unranked,,,Unranked,"The LaPenta School of Business at Iona College offers these departments and concentrations: accounting, finance, general management, marketing, and management information systems. Its tuition is part-time: $1,248 per credit and specialty master's: $1,248 per credit.",N/A,N/A
9,Ithaca College,Ithaca,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/ithaca-college-01434,Unranked,1485.0,14.0,Unranked,"The School of Business at Ithaca College offers these departments and concentrations: accounting and tax. Its tuition is full-time: $1,485 per credit and specialty master's: $1,035 per credit.",N/A,N/A
0,Jackson State University,Jackson,MS,https://www.usnews.com/best-graduate-schools/top-business-schools/jackson-state-university-01285,Unranked,8270.0,45.0,Unranked,"The business school at Jackson State University offers these departments and concentrations: accounting. Its tuition is full-time: $8,270 per year (in-state) and full-time: $10,445 per year (out-of-state).",N/A,N/A
1,Jacksonville State University,Jacksonville,AL,https://www.usnews.com/best-graduate-schools/top-business-schools/jacksonville-state-university-01312,Unranked,400.0,55.0,Unranked,The College of Commerce and Business at Jacksonville State University offers these departments and concentrations: accounting and health care administration. Its tuition is full-time: $400 per credit (in-state) and full-time: $400 per credit (out-of-state).,N/A,N/A
2,Jacksonville University,Jacksonville,FL,https://www.usnews.com/best-graduate-schools/top-business-schools/jacksonville-university-01609,Unranked,800.0,43.0,Unranked,"The Davis College of Business at Jacksonville University offers these departments and concentrations: accounting, finance, general management, leadership, marketing, and sports business. Its tuition is full-time: $800 per credit; part-time: $800 per credit; and executive: $46,144 total program.",N/A,N/A
3,James Madison University,Harrisonburg,VA,https://www.usnews.com/best-graduate-schools/top-business-schools/james-madison-university-01231,Unranked,,,Unranked,"The tuition at the College of Business at James Madison University is part-time: $24,000 total program (in-state) and part-time: $24,000 total program (out-of-state).",N/A,N/A
4,Johns Hopkins University (Carey),Baltimore,MD,https://www.usnews.com/best-graduate-schools/top-business-schools/johns-hopkins-university-01541,Unranked,,,Unranked,,N/A,N/A
5,Kennesaw State University (Coles),Kennesaw,GA,https://www.usnews.com/best-graduate-schools/top-business-schools/kennesaw-state-university-01284,Unranked,,,Unranked,"The Coles College of Business at Kennesaw State University (Coles) offers these departments and concentrations: accounting, consulting, economics, entrepreneurship, ethics, finance, general management, human resources management, international business, leadership, manufacturing and technology management, marketing, management information systems, production/operations management, organizational behavior, public administration, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is part-time: $12,672 total program (in-state); part-time: $45,720 total program (out-of-state); and executive: $57,220 total program (in-state).",N/A,N/A
6,King's College (McGowan),Wilkes-Barre,PA,https://www.usnews.com/best-graduate-schools/top-business-schools/king-s-college-01390,Unranked,,,Unranked,,N/A,N/A
7,Kutztown University of Pennsylvania,Kutztown,PA,https://www.usnews.com/best-graduate-schools/top-business-schools/kutztown-university-of-pennsylvania-01793,Unranked,516.0,17.0,Unranked,The business school at Kutztown University of Pennsylvania offers these departments and concentrations: general management. Its tuition is full-time: $516 per credit (in-state); full-time: $774 per credit (out-of-state); part-time: $516 per credit (in-state); and part-time: $774 per credit (out-of-state).,N/A,N/A
8,Lamar University,Beaumont,TX,https://www.usnews.com/best-graduate-schools/top-business-schools/lamar-university-01211,Unranked,,,Unranked,"The College of Business at Lamar University offers these departments and concentrations: entrepreneurship, finance, general management, health care administration, leadership, marketing, production/operations management, and supply chain management/logistics.",N/A,N/A
9,Lawrence Technological University,Southfield,MI,https://www.usnews.com/best-graduate-schools/top-business-schools/lawrence-technological-university-01814,Unranked,,,Unranked,"The College of Business and Information Technology at Lawrence Technological University offers these departments and concentrations: finance, general management, health care administration, marketing, and management information systems. Its tuition is part-time: $8,750 per year and specialty master's: $1,250 per credit.",N/A,N/A
0,Lehigh University,Bethlehem,PA,https://www.usnews.com/best-graduate-schools/top-business-schools/lehigh-university-01191,Unranked,64750.0,22.0,Unranked,"The College of Business at Lehigh University offers these departments and concentrations: entrepreneurship, finance, general management, international business, marketing, and supply chain management/logistics. Its tuition is full-time: $64,750 total program and part-time: $1,145 per credit. At graduation, 40 percent of graduates of the full-time program are employed.",N/A,40%
1,Le Moyne College,Syracuse,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/le-moyne-college-01598,Unranked,886.0,1.0,Unranked,"The Madden School of Business at Le Moyne College offers these departments and concentrations: leadership, management information systems, and tax. Its tuition is full-time: $886 per credit; part-time: $886 per credit; and specialty master's: $886 per credit. At graduation, 60 percent of graduates of the full-time program are employed.","$46,600",60%
2,Long Island University,Brookville,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/liu-post-01353,Unranked,1274.0,17.0,Unranked,"The tuition at the School of Business at Long Island University is full-time: $1,274 per credit; part-time: $1,274 per credit; and specialty master's: $1,274 per credit.",N/A,N/A
3,Longwood University,Farmville,VA,https://www.usnews.com/best-graduate-schools/top-business-schools/longwood-university-01588,Unranked,,,Unranked,The business school at Longwood University offers these departments and concentrations: general management and real estate.,N/A,N/A
4,Louisiana State University--Shreveport,,LA,https://www.usnews.com/best-graduate-schools/top-business-schools/louisiana-state-university-shreveport-01262,Unranked,,,Unranked,,N/A,N/A
5,Loyola Marymount University,Los Angeles,CA,https://www.usnews.com/best-graduate-schools/top-business-schools/loyola-marymount-university-01023,Unranked,,,Unranked,"The College of Business Administration at Loyola Marymount University offers these departments and concentrations: accounting, entrepreneurship, finance, general management, and marketing. Its tuition is part-time: $73,950 total program; executive: $103,000 total program; and specialty master's: $1,450 per credit.",N/A,N/A
6,Loyola University Chicago (Quinlan),Chicago,IL,https://www.usnews.com/best-graduate-schools/top-business-schools/loyola-university-chicago-01066,Unranked,,,Unranked,"The Quinlan School of Business at Loyola University Chicago (Quinlan) offers these departments and concentrations: accounting, economics, entrepreneurship, ethics, finance, general management, health care administration, human resources management, international business, marketing, management information systems, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is part-time: $1,496 per credit; executive: $92,064 total program; and specialty master's: $1,496 per credit.",N/A,N/A
7,Loyola University New Orleans (Butt),New Orleans,LA,https://www.usnews.com/best-graduate-schools/top-business-schools/loyola-university-new-orleans-01094,Unranked,1005.0,21.0,Unranked,"The Joseph A. Butt, S.J. College of Business at Loyola University New Orleans (Butt) offers these departments and concentrations: accounting, economics, entrepreneurship, ethics, finance, general management, human resources management, leadership, marketing, production/operations management, organizational behavior, real estate, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is full-time: $1,005 per credit and part-time: $1,005 per credit.",N/A,N/A
8,Manhattan College O'Malley,Riverdale,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/manhattan-college-01798,Unranked,1180.0,32.0,Unranked,"The O'Malley School of Business at Manhattan College O'Malley offers these departments and concentrations: accounting, economics, finance, general management, marketing, and quantitative analysis/statistics and operations research. Its tuition is full-time: $1,180 per credit and part-time: $1,180 per credit.",N/A,N/A
9,Marquette University,Milwaukee,WI,https://www.usnews.com/best-graduate-schools/top-business-schools/marquette-university-01243,Unranked,,0.0,Unranked,"The Graduate School of Management at Marquette University offers these departments and concentrations: economics, finance, international business, and marketing. Its tuition is part-time: $1,205 per credit; executive: $78,000 total program; and specialty master's: $1,205 per credit.",N/A,N/A
0,Marshall University (Lewis),Huntington,WV,https://www.usnews.com/best-graduate-schools/top-business-schools/marshall-university-01311,Unranked,417.0,115.0,Unranked,"The Lewis College of Business, Brad D. Smith Graduate School of Business at Marshall University (Lewis) offers these departments and concentrations: accounting, finance, general management, health care administration, human resources management, marketing, and supply chain management/logistics. Its tuition is full-time: $417 per credit (in-state); full-time: $1,234 per credit (out-of-state); specialty master's: $417 per credit (in-state); and specialty master's: $1,234 per credit (out-of-state). At graduation, 33.30 percent of graduates of the full-time program are employed.","$50,000",33.3%
1,McNeese State University,Lake Charles,LA,https://www.usnews.com/best-graduate-schools/top-business-schools/mcneese-state-university-01095,Unranked,,,Unranked,,N/A,N/A
2,Mercer University (Stetson-Hatcher),Atlanta,GA,https://www.usnews.com/best-graduate-schools/top-business-schools/mercer-university-01391,Unranked,885.0,62.0,Unranked,"The Stetson-Hatcher School of Business at Mercer University (Stetson-Hatcher) offers these departments and concentrations: accounting, economics, finance, general management, health care administration, international business, marketing, and quantitative analysis/statistics and operations research. Its tuition is full-time: $885 per credit; part-time: $795 per credit; and specialty master's: $885 per credit. At graduation, 12.50 percent of graduates of the full-time program are employed.","$48,475",12.5%
3,Meredith College,Raleigh,NC,https://www.usnews.com/best-graduate-schools/top-business-schools/meredith-college-01605,Unranked,,,Unranked,"The business school at Meredith College offers these departments and concentrations: entrepreneurship, general management, and human resources management.",N/A,N/A
4,Metropolitan State University of Denver,Denver,CO,https://www.usnews.com/best-graduate-schools/top-business-schools/metropolitan-state-university-of-denver-01660,Unranked,,,Unranked,"The business school at Metropolitan State University of Denver offers these departments and concentrations: accounting, general management, and leadership. Its tuition is part-time: $495 per credit.",N/A,N/A
5,Miami University (Farmer),Oxford,OH,https://www.usnews.com/best-graduate-schools/top-business-schools/miami-university-oxford-01173,Unranked,,,Unranked,"The Farmer School of Business at Miami University (Farmer) offers these departments and concentrations: finance, general management, and marketing. Its tuition is part-time: $1,050 per credit (in-state); part-time: $1,050 per credit (out-of-state); specialty master's: $995 per credit (in-state); and specialty master's: $995 per credit (out-of-state).",N/A,N/A
6,Michigan Technological University,Houghton,MI,https://www.usnews.com/best-graduate-schools/top-business-schools/michigan-technological-university-01512,Unranked,1131.0,46.0,Unranked,"The College of Business at Michigan Technological University offers these departments and concentrations: accounting, economics, entrepreneurship, finance, general management, human resources management, international business, leadership, manufacturing and technology management, marketing, management information systems, production/operations management, supply chain management/logistics, quantitative analysis/statistics and operations research, and technology. Its tuition is full-time: $1,131 per credit (in-state); full-time: $1,131 per credit (out-of-state); specialty master's: $1,131 per credit (in-state); and specialty master's: $1,131 per credit (out-of-state).",N/A,N/A
7,Middle Tennessee State University (Jones),Murfreesboro,TN,https://www.usnews.com/best-graduate-schools/top-business-schools/middle-tennessee-state-university-01204,Unranked,,,Unranked,"The College of Business at Middle Tennessee State University (Jones) offers these departments and concentrations: accounting, finance, general management, health care administration, leadership, supply chain management/logistics, and tax. Its tuition is part-time: $497 per credit (in-state); part-time: $1,376 per credit (out-of-state); specialty master's: $497 per credit (in-state); and specialty master's: $1,376 per credit (out-of-state).",N/A,N/A
8,Midwestern State University,Wichita Falls,TX,https://www.usnews.com/best-graduate-schools/top-business-schools/midwestern-state-university-01606,Unranked,13838.0,30.0,Unranked,"The business school at Midwestern State University offers these departments and concentrations: accounting and general management. Its tuition is full-time: $13,838 total program (in-state); full-time: $16,000 total program (out-of-state); part-time: $13,838 total program (in-state); and part-time: $16,000 total program (out-of-state).",N/A,N/A
9,Millsaps College (Else),Jackson,MS,https://www.usnews.com/best-graduate-schools/top-business-schools/millsaps-college-else-01254,Unranked,,10.0,Unranked,"The Else School of Management at Millsaps College (Else) offers these departments and concentrations: accounting, economics, finance, general management, international business, marketing, and quantitative analysis/statistics and operations research.",N/A,N/A
0,Minnesota State University--Mankato,Mankato,MN,https://www.usnews.com/best-graduate-schools/top-business-schools/minnesota-state-university-mankato-01580,Unranked,,,Unranked,The College of Business at Minnesota State University--Mankato offers these departments and concentrations: health care administration and leadership.,N/A,N/A
1,Minnesota State University--Moorhead,Moorhead,MN,https://www.usnews.com/best-graduate-schools/top-business-schools/minnesota-state-university-moorhead-01788,Unranked,,,Unranked,"The Paseka School of Business at Minnesota State University--Moorhead offers these departments and concentrations: accounting, finance, general management, and health care administration.",N/A,N/A
2,Mississippi College,Clinton,MS,https://www.usnews.com/best-graduate-schools/top-business-schools/mississippi-college-01808,Unranked,,,Unranked,,N/A,N/A
3,Missouri State University,Springfield,MO,https://www.usnews.com/best-graduate-schools/top-business-schools/missouri-state-university-01263,Unranked,302.0,232.0,Unranked,"The College of Business at Missouri State University offers these departments and concentrations: accounting, entrepreneurship, finance, general management, health care administration, international business, leadership, manufacturing and technology management, marketing, management information systems, quantitative analysis/statistics and operations research, and tax. Its tuition is full-time: $302 per credit (in-state) and full-time: $608 per credit (out-of-state).",N/A,N/A
4,Missouri Western State University,,MO,https://www.usnews.com/best-graduate-schools/top-business-schools/missouri-western-state-university-01710,Unranked,,,Unranked,,N/A,N/A
5,Monmouth University,West Long Branch,NJ,https://www.usnews.com/best-graduate-schools/top-business-schools/monmouth-university-01327,Unranked,1267.0,56.0,Unranked,"The Leon Hess Business School at Monmouth University offers these departments and concentrations: accounting, finance, general management, marketing, and real estate. Its tuition is full-time: $1,267 per credit and part-time: $1,267 per credit.",N/A,N/A
6,Montclair State University (Feliciano),Montclair,NJ,https://www.usnews.com/best-graduate-schools/top-business-schools/montclair-state-university-01339,Unranked,865.0,44.0,Unranked,"The Feliciano School of Business at Montclair State University (Feliciano) offers these departments and concentrations: accounting, finance, general management, human resources management, marketing, and management information systems. Its tuition is full-time: $865 per credit (in-state); full-time: $865 per credit (out-of-state); part-time: $865 per credit (in-state); part-time: $865 per credit (out-of-state); specialty master's: $704 per credit (in-state); and specialty master's: $704 per credit (out-of-state).",N/A,N/A
7,Morehead State University,Morehead,KY,https://www.usnews.com/best-graduate-schools/top-business-schools/morehead-state-university-01393,Unranked,570.0,,Unranked,"The Elmer R. Smith College of Business and Technology at Morehead State University offers these departments and concentrations: general management, health care administration, and sports business. Its tuition is full-time: $570 per credit (in-state); full-time: $570 per credit (out-of-state); part-time: $570 per credit (in-state); part-time: $570 per credit (out-of-state); specialty master's: $570 per credit (in-state); and specialty master's: $570 per credit (out-of-state).",N/A,N/A
8,Murray State University (Bauernfeind),Murray,KY,https://www.usnews.com/best-graduate-schools/top-business-schools/murray-state-university-01089,Unranked,,,Unranked,"The Arthur J. Bauernfeind College of Business at Murray State University (Bauernfeind) offers these departments and concentrations: accounting, e-commerce, finance, general management, human resources management, and marketing.",N/A,N/A
9,Naval Postgraduate School,Monterey,CA,https://www.usnews.com/best-graduate-schools/top-business-schools/naval-postgraduate-school-01361,Unranked,,,Unranked,The Graduate School of Business & Public Policy at Naval Postgraduate School offers these departments and concentrations: accounting and supply chain management/logistics.,N/A,N/A
0,New Jersey Institute of Technology,Newark,NJ,https://www.usnews.com/best-graduate-schools/top-business-schools/new-jersey-institute-of-technology-01307,Unranked,20624.0,28.0,Unranked,"The School of Management at New Jersey Institute of Technology offers these departments and concentrations: entrepreneurship, finance, general management, health care administration, marketing, management information systems, production/operations management, organizational behavior, and technology. Its tuition is full-time: $20,624 per year (in-state); full-time: $30,540 per year (out-of-state); part-time: $1,122 per year (in-state); part-time: $1,613 per year (out-of-state); executive: $67,000 total program (in-state); executive: $67,000 total program (out-of-state); specialty master's: $20,624 per year (in-state); and specialty master's: $30,540 per year (out-of-state).",N/A,N/A
1,New Mexico State University,Las Cruces,NM,https://www.usnews.com/best-graduate-schools/top-business-schools/new-mexico-state-university-main-campus-01143,Unranked,,,Unranked,"The College of Business at New Mexico State University offers these departments and concentrations: accounting, economics, finance, general management, and management information systems. Its tuition is part-time: $277 per credit (in-state); part-time: $963 per credit (out-of-state); specialty master's: $277 per credit (in-state); and specialty master's: $963 per credit (out-of-state).",N/A,N/A
2,New York Institute of Technology,New York,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/new-york-institute-of-technology-01797,Unranked,,,Unranked,,N/A,N/A
3,Niagara University,Niagara University,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/niagara-university-01354,Unranked,,,Unranked,"The College of Business Administration at Niagara University offers these departments and concentrations: accounting, finance, general management, health care administration, human resources management, international business, marketing, and supply chain management/logistics.",N/A,N/A
4,Nicholls State University,Thibodaux,LA,https://www.usnews.com/best-graduate-schools/top-business-schools/nicholls-state-university-01096,Unranked,,,Unranked,,N/A,N/A
5,North Carolina Central University,Durham,NC,https://www.usnews.com/best-graduate-schools/top-business-schools/north-carolina-central-university-01583,Unranked,,,Unranked,,N/A,N/A
6,North Dakota State University,Fargo,ND,https://www.usnews.com/best-graduate-schools/top-business-schools/north-dakota-state-university-01356,Unranked,17722.0,12.0,Unranked,"The College of Business at North Dakota State University offers these departments and concentrations: finance, general management, health care administration, leadership, marketing, management information systems, portfolio management, supply chain management/logistics, and transportation. Its tuition is full-time: $17,722 total program (in-state); full-time: $26,582 total program (out-of-state); part-time: $17,722 total program (in-state); and part-time: $26,582 total program (out-of-state).",N/A,N/A
7,Northeastern Illinois University,Chicago,IL,https://www.usnews.com/best-graduate-schools/top-business-schools/northeastern-illinois-university-01802,Unranked,,22.0,Unranked,"The business school at Northeastern Illinois University offers these departments and concentrations: entrepreneurship, finance, international business, marketing, and quantitative analysis/statistics and operations research. Its tuition is part-time: $9,000 per credit (in-state).",N/A,N/A
8,Northern Arizona University,Flagstaff,AZ,https://www.usnews.com/best-graduate-schools/top-business-schools/northern-arizona-university-01008,Unranked,12040.0,29.0,Unranked,"The W.A. Franke College of Business at Northern Arizona University offers these departments and concentrations: accounting and general management. Its tuition is full-time: $12,040 total program (in-state) and full-time: $27,268 total program (out-of-state).",N/A,N/A
9,Northern Illinois University,DeKalb,IL,https://www.usnews.com/best-graduate-schools/top-business-schools/northern-illinois-university-01070,Unranked,,,Unranked,"The College of Business at Northern Illinois University offers these departments and concentrations: accounting, entrepreneurship, finance, general management, human resources management, international business, leadership, manufacturing and technology management, marketing, management information systems, sports business, tax, and technology.",N/A,N/A
0,Northern Kentucky University,Highland Heights,KY,https://www.usnews.com/best-graduate-schools/top-business-schools/northern-kentucky-university-01292,Unranked,,,Unranked,"The College of Business at Northern Kentucky University offers these departments and concentrations: finance, leadership, and management information systems.",N/A,N/A
1,Northern Michigan University,Marquette,MI,https://www.usnews.com/best-graduate-schools/top-business-schools/northern-michigan-university-01603,Unranked,693.0,20.0,Unranked,The College of Business at Northern Michigan University offers these departments and concentrations: accounting. Its tuition is full-time: $693 per credit (in-state); full-time: $693 per credit (out-of-state); part-time: $693 per credit (in-state); part-time: $693 per credit (out-of-state); specialty master's: $693 per credit (in-state); and specialty master's: $693 per credit (out-of-state).,N/A,N/A
2,Oakland University,Rochester,MI,https://www.usnews.com/best-graduate-schools/top-business-schools/oakland-university-01119,Unranked,,,Unranked,"The School of Business Administration at Oakland University offers these departments and concentrations: accounting, economics, entrepreneurship, finance, human resources management, international business, marketing, management information systems, production/operations management, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is part-time: $771 per credit (in-state); part-time: $1,027 per credit (out-of-state); executive: $45,500 total program (in-state); executive: $45,500 total program (out-of-state); specialty master's: $771 per credit (in-state); and specialty master's: $1,027 per credit (out-of-state).",N/A,N/A
3,Ohio University,Athens,OH,https://www.usnews.com/best-graduate-schools/top-business-schools/ohio-university-main-campus-01175,Unranked,21432.0,49.0,Unranked,"The College of Business at Ohio University offers these departments and concentrations: accounting, entrepreneurship, finance, general management, health care administration, and supply chain management/logistics. Its tuition is full-time: $21,432 per year (in-state); full-time: $33,420 per year (out-of-state); part-time: $17,442 per year (in-state); part-time: $17,784 per year (out-of-state); specialty master's: $13,027 per year (in-state); and specialty master's: $23,995 per year (out-of-state). At graduation, 28.60 percent of graduates of the full-time program are employed.","$48,933",28.6%
4,Oklahoma City University,Oklahoma City,OK,https://www.usnews.com/best-graduate-schools/top-business-schools/oklahoma-city-university-01789,Unranked,,,Unranked,The Meinders School of Business at Oklahoma City University offers these departments and concentrations: accounting and general management.,N/A,N/A
5,Oklahoma State University (Spears),Stillwater,OK,https://www.usnews.com/best-graduate-schools/top-business-schools/oklahoma-state-university-main-campus-01181,Unranked,230.0,63.0,Unranked,"The Spears School of Business at Oklahoma State University (Spears) offers these departments and concentrations: accounting, economics, entrepreneurship, finance, general management, hotel administration, human resources management, international business, marketing, management information systems, not-for-profit management, organizational behavior, and quantitative analysis/statistics and operations research. Its tuition is full-time: $230 per credit (in-state); full-time: $876 per credit (out-of-state); part-time: $230 per credit (in-state); and part-time: $876 per credit (out-of-state).","$79,119",0%
6,Old Dominion University,Norfolk,VA,https://www.usnews.com/best-graduate-schools/top-business-schools/old-dominion-university-01232,Unranked,24795.0,18.0,Unranked,"The Strome College of Business at Old Dominion University offers these departments and concentrations: accounting, economics, entrepreneurship, finance, general management, health care administration, international business, manufacturing and technology management, marketing, management information systems, production/operations management, public administration, sports business, supply chain management/logistics, quantitative analysis/statistics and operations research, and technology. Its tuition is full-time: $24,795 total program (in-state); full-time: $62,415 total program (out-of-state); part-time: $24,795 total program (in-state); and part-time: $62,415 total program (out-of-state).",N/A,N/A
7,Pacific Lutheran University,Tacoma,WA,https://www.usnews.com/best-graduate-schools/top-business-schools/pacific-lutheran-university-01238,Unranked,,47.0,Unranked,"The School of Business at Pacific Lutheran University offers these departments and concentrations: entrepreneurship, general management, health care administration, supply chain management/logistics, and technology.",N/A,N/A
8,"Pennsylvania State University--Erie, The Behrend College (Black)",Erie,PA,https://www.usnews.com/best-graduate-schools/top-business-schools/pennsylvania-state-university-erie-the-behrend-college-black-01384,Unranked,,,Unranked,"The Sam and Irene Black School of Business at Pennsylvania State University--Erie, The Behrend College (Black) offers these departments and concentrations: . Its tuition is part-time: $947 per credit (in-state) and part-time: $1,468 per credit (out-of-state).",N/A,N/A
